id,name,cn,val,reference,color,collection
"""300103701410928980120231227POB""","""LANO""","""CNG1TRAN""","""51""","""22POBLANOCNG1TRANPOBLANOCLGCLARY""","""GRAYCNG1TRANOR""","""ET"""
"""300103701410921202120231227PRA""","""ZAN""","""CNG1""","""55""","""18PRAZANCNG1PRAZANCLGCLARY""","""GRAYCNG1OR""","""24KAAA5518140CC505001"""
"""300103701410921219120231227PRA""","""ZAN""","""CNG1S24""","""55""","""18PRAZANCNG1S24PRAZANCLGCLARY""","""GRAYCNG1S24OR""","""24KBAA5518140CC55550S24DEGRADEC11"""
"""300103701410921189120231227PRA""","""ZAN""","""CNG2""","""55""","""18PRAZANCNG2PRAZANCLGCLARY""","""GRAYCNG2OR""","""24K"""
"""300103701410921196120231227PRA""","""ZAN""","""CNG2S23""","""55""","""18PRAZANCNG2S23PRAZANCLGCLARY""","""GRAYCNG2S23OR""","""24K"""
"""300103701410921172120231227PRA""","""ZAN""","""CNG4""","""55""","""18PRAZANCNG4PRAZANCLGCLARY""","""GRAYCNG4OR""","""24K"""
"""300103701410921165120231227PRA""","""ZAN""","""CNG4S21""","""55""","""18PRAZANCNG4S21PRAZANCLGCLARY""","""GRAYCNG4S21OR""","""24K"""
"""300103701410928973120231227RIG""","""A""","""CNG1""","""49""","""18RIGACNG1RIGACLGCLARY""","""GRAYCNG1OR""","""24K"""
"""300103701410928966120231227RIG""","""A""","""CNG14""","""49""","""18RIGACNG14RIGACLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410928959120231227RIG""","""A""","""CNG6""","""49""","""18RIGACNG6RIGACLGCLARY""","""GRAYCNG6OR""","""ROSE"""
"""300103701410917168120231227ROM""","""ANO""","""CNG1""","""49""","""22ROMANOCNG1ROMANOCLGCLARY""","""GRAYCNG1OR""","""24KAAC4922145CC505001"""
"""300103701410927396120231227ROM""","""ANO""","""CNG14""","""49""","""22ROMANOCNG14ROMANOCLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410928270120231227ROM""","""ANO""","""CNG14S8""","""49""","""22ROMANOCNG14S8ROMANOCLGCLARY""","""GRAYCNG14S8OR""","""24K"""
"""300103701410927426120231227ROM""","""ANO""","""CNG14T2""","""51""","""22ROMANOCNG14T2ROMANOCLGCLARY""","""GRAYCNG14T2OR""","""24K"""
"""300103701410928249120231227ROM""","""ANO""","""CNG14T2S8""","""51""","""22ROMANOCNG14T2S8ROMANOCLGCLARY""","""GRAYCNG14T2S8OR""","""24K"""
"""300103701410927402120231227ROM""","""ANO""","""CNG16""","""49""","""22ROMANOCNG16ROMANOCLGCLARY""","""GRAYCNG16OR""","""24K"""
"""300103701410927433120231227ROM""","""ANO""","""CNG16T2""","""51""","""22ROMANOCNG16T2ROMANOCLGCLARY""","""GRAYCNG16T2OR""","""24K"""
"""300103701410928256120231227ROM""","""ANO""","""CNG16T2S18""","""51""","""22ROMANOCNG16T2S18ROMANOCLGCLARY""","""GRAYCNG16T2S18O""","""R"""
"""300103701410917175120231227ROM""","""ANO""","""CNG1S1""","""48""","""22ROMANOCNG1S1ROMANOCLGCLARY""","""GRAYCNG1S1OR""","""24KBAC4822140CC55550S1DEGRADEC11"""
"""300103701410917144120231227ROM""","""ANO""","""CNG4""","""48""","""22ROMANOCNG4ROMANOCLGCLARY""","""GRAYCNG4OR""","""ET"""
"""300103701410917151120231227ROM""","""ANO""","""CNG4S18""","""48""","""22ROMANOCNG4S18ROMANOCLGCLARY""","""GRAYCNG4S18OR""","""ET"""
"""300103701410917120120231227ROM""","""ANO""","""CNG5""","""48""","""22ROMANOCNG5ROMANOCLGCLARY""","""GRAYCNG5OR""","""ROSEAAC4822140CC505001"""
"""300103701410917137120231227ROM""","""ANO""","""CNG5S23""","""48""","""22ROMANOCNG5S23ROMANOCLGCLARY""","""GRAYCNG5S23OR""","""ROSEBAC4822140CC55550S23DEGRADEC11"""
"""300103701410928287120231227ROM""","""ANOCNG16S18""","""49""","""22ROM""","""ANOCNG16S18ROMANOCLGCLARY""","""GRAYCNG16S18OR""","""24K"""
"""300103701410928294120231227ROM""","""ANOCNG1S24""","""49""","""22ROM""","""ANOCNG1S24ROMANOCLGCLARY""","""GRAYCNG1S24OR""","""24KBAC4922145CC55550S24DEGRADEC11"""
"""300103701410927419120231227ROM""","""ANOCNG1T2""","""51""","""22ROM""","""ANOCNG1T2ROMANOCLGCLARY""","""GRAYCNG1T2OR""","""24KAAC5122145CC505001"""
"""300103701410928263120231227ROM""","""ANOCNG1T2S24""","""51""","""22ROM""","""ANOCNG1T2S24ROMANOCLGCLARY""","""GRAYCNG1T2S24OR""","""24KBAC5122145CC55550S24DEGRADEC11"""
"""300103701410928942120231227SAL""","""VADORAN""","""CNG1""","""59""","""17SALVADORANCNG1SALVADORANCLGCLARY""","""GRAYCNG1OR""","""24KACA5917145CC505001"""
"""300103701410928935120231227SAL""","""VADORAN""","""CNG13""","""59""","""17SALVADORANCNG13SALVADORANCLGCLARY""","""GRAYCNG13OR""","""24K"""
"""300103701410928928120231227SAL""","""VADORAN""","""CNG14""","""59""","""17SALVADORANCNG14SALVADORANCLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410928911120231227SAL""","""VADORAN""","""CNG16""","""59""","""17SALVADORANCNG16SALVADORANCLGCLARY""","""GRAYCNG16OR""","""24K"""
"""300103701410928904120231227SAL""","""VADORAN""","""CNG16S24""","""59""","""17SALVADORANCNG16S24SALVADORANCLGCLARY""","""GRAYCNG16S24OR""","""24K"""
"""300103701410928898120231227SAL""","""VADORAN""","""CNG1S1""","""59""","""17SALVADORANCNG1S1SALVADORANCLGCLARY""","""GRAYCNG1S1OR""","""24KBCA5917145CC55550S1DEGRADEC11"""
"""300103701410922919120231227SAN""","""JOSEAN""","""CNG1""","""60""","""17SANJOSEANCNG1SANJOSEANCLGCLARY""","""GRAYCNG1OR""","""24KAAA6017145CC505001"""
"""300103701410922896120231227SAN""","""JOSEAN""","""CNG13""","""60""","""17SANJOSEANCNG13SANJOSEANCLGCLARY""","""GRAYCNG13OR""","""24K"""
"""300103701410922889120231227SAN""","""JOSEAN""","""CNG13S5""","""60""","""17SANJOSEANCNG13S5SANJOSEANCLGCLARY""","""GRAYCNG13S5OR""","""24K"""
"""300103701410922872120231227SAN""","""JOSEAN""","""CNG14""","""60""","""17SANJOSEANCNG14SANJOSEANCLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410922865120231227SAN""","""JOSEAN""","""CNG14S25""","""60""","""17SANJOSEANCNG14S25SANJOSEANCLGCLARY""","""GRAYCNG14S25OR""","""24K"""
"""300103701410922902120231227SAN""","""JOSEAN""","""CNG1S12""","""60""","""17SANJOSEANCNG1S12SANJOSEANCLGCLARY""","""GRAYCNG1S12OR""","""24KBAA6017145CC55550S12DEGRADEC11"""
"""300103701410917632120231227SCO""","""USER""","""CNG1""","""51""","""20SCOUSERCNG1SCOUSERCLGCLARY""","""GRAYCNG1OR""","""24KAAB5120140CC505001"""
"""300103701410930280120231227SCO""","""USER""","""CNG14""","""51""","""20SCOUSERCNG14SCOUSERCLGCLARY""","""GRAYCNG14OR""","""ET"""
"""300103701410917649120231227SCO""","""USER""","""CNG1S25""","""51""","""20SCOUSERCNG1S25SCOUSERCLGCLARY""","""GRAYCNG1S25OR""","""24KBAB5120140CC55550S25DEGRADEC11"""
"""300103701410930303120231227SCO""","""USER""","""CNG29""","""51""","""20SCOUSERCNG29SCOUSERCLGCLARY""","""GRAYCNG29ARGENT""","""18KAAB5120140CC505001"""
"""300103701410930310120231227SCO""","""USER""","""CNG29S17""","""51""","""20SCOUSERCNG29S17SCOUSERCLGCLARY""","""GRAYCNG29S17ARG""","""ENT"""
"""300103701410917595120231227SCO""","""USER""","""CNG3""","""51""","""20SCOUSERCNG3SCOUSERCLGCLARY""","""GRAYCNG3ARGENTA""","""AB5120140CC505001"""
"""300103701410917601120231227SCO""","""USER""","""CNG3S19""","""51""","""20SCOUSERCNG3S19SCOUSERCLGCLARY""","""GRAYCNG3S19ARGE""","""NTBAB5120140CC55550S19DEGRADEC11"""
"""300103701410917618120231227SCO""","""USER""","""CNG5""","""51""","""20SCOUSERCNG5SCOUSERCLGCLARY""","""GRAYCNG5ORAAB51""","""20140CC505001"""
"""300103701410917625120231227SCO""","""USER""","""CNG5S21""","""51""","""20SCOUSERCNG5S21SCOUSERCLGCLARY""","""GRAYCNG5S21ORBA""","""B5120140CC55550S21DEGRADEC11"""
"""300103701410928881120231227SEA""","""TTLE""","""CNG1""","""50""","""20SEATTLECNG1SEATTLECLGCLARY""","""GRAYCNG1OR""","""ET"""
"""300103701410928874120231227SEA""","""TTLE""","""CNG13""","""50""","""20SEATTLECNG13SEATTLECLGCLARY""","""GRAYCNG13OR""","""ET"""
"""300103701410928867120231227SEA""","""TTLE""","""CNG14""","""50""","""20SEATTLECNG14SEATTLECLGCLARY""","""GRAYCNG14OR""","""ET"""
"""300103701410928850120231227SEA""","""TTLE""","""CNG14S14""","""50""","""20SEATTLECNG14S14SEATTLECLGCLARY""","""GRAYCNG14OR""","""ET"""
"""300103701410928843120231227SEA""","""TTLE""","""CNG16""","""50""","""20SEATTLECNG16SEATTLECLGCLARY""","""GRAYCNG16OR""","""ET"""
"""300103701410928829120231227SEA""","""TTLE""","""CNG16S25""","""50""","""20SEATTLECNG16S25SEATTLECLGCLARY""","""GRAYCNG16S25OR""","""ET"""
"""300103701410928836120231227SEA""","""TTLE""","""CNG1S21""","""50""","""20SEATTLECNG1S21SEATTLECLGCLARY""","""GRAYCNG1S21OR""","""ET"""
"""300103701410914112120231227SHA""","""NGHAINESE""","""CNG1""","""52""","""19SHANGHAINESECNG1SHANGHAINESECLGCLARY""","""GRAYCNG1OR""","""24KAAC5219140CC505001"""
"""300103701410927501120231227SHA""","""NGHAINESE""","""CNG14""","""52""","""19SHANGHAINESECNG14SHANGHAINESECLGCLARY""","""GRAYCNG14OR""","""ET"""
"""300103701410928140120231227SHA""","""NGHAINESE""","""CNG14S24""","""52""","""19SHANGHAINESECNG14S24SHANGHAINESECLGCLARY""","""GRAYCNG14S24OR""","""ET"""
"""300103701410927846120231227SHA""","""NGHAINESE""","""CNG1S10""","""52""","""19SHANGHAINESECNG1S10SHANGHAINESECLGCLARY""","""GRAYCNG1S10OR""","""24KBAC5219140CC55550S10DEGRADEC11"""
"""300103701410928157120231227SHA""","""NGHAINESE""","""CNG1S16""","""52""","""19SHANGHAINESECNG1S16SHANGHAINESECLGCLARY""","""GRAYCNG1S16OR""","""24KBAC5219140CC55550S16DEGRADEC11"""
"""300103701410927495120231227SHA""","""NGHAINESE""","""CNG3""","""52""","""19SHANGHAINESECNG3SHANGHAINESECLGCLARY""","""GRAYCNG3ARGENTA""","""AC5219140CC505001"""
"""300103701410928133120231227SHA""","""NGHAINESE""","""CNG3S4""","""52""","""19SHANGHAINESECNG3S4SHANGHAINESECLGCLARY""","""GRAYCNG3S4ARGEN""","""TBAC5219140CC55550S4DEGRADEC11"""
"""300103701410927860120231227SHA""","""NGHAINESE""","""CNG5""","""52""","""19SHANGHAINESECNG5SHANGHAINESECLGCLARY""","""GRAYCNG5OR""","""ET"""
"""300103701410914082120231227SHA""","""NGHAINESE""","""CNG5S13""","""52""","""19SHANGHAINESECNG5S13SHANGHAINESECLGCLARY""","""GRAYCNG5S13OR""","""ET"""
"""300103701410914075120231227SHA""","""NGHAINESE""","""CNG6""","""52""","""19SHANGHAINESECNG6SHANGHAINESECLGCLARY""","""GRAYCNG6OR""","""ROSEAAC5219140CC505001"""
"""300103701410927853120231227SHA""","""NGHAINESE""","""CNG6S12""","""52""","""19SHANGHAINESECNG6S12SHANGHAINESECLGCLARY""","""GRAYCNG6S12OR""","""ROSEBAC5219140CC55550S12DEGRADEC11"""
"""300103701410917403120231227STO""","""CKHOLMER""","""CNG1""","""56""","""18STOCKHOLMERCNG1STOCKHOLMERCLGCLARY""","""GRAYCNG1OR""","""24KAAA5618140CC505001"""
"""300103701410917410120231227STO""","""CKHOLMER""","""CNG1S15""","""56""","""18STOCKHOLMERCNG1S15STOCKHOLMERCLGCLARY""","""GRAYCNG1S15OR""","""24KBAA5618140CC55550S15DEGRADEC11"""
"""300103701410917380120231227STO""","""CKHOLMER""","""CNG2""","""56""","""18STOCKHOLMERCNG2STOCKHOLMERCLGCLARY""","""GRAYCNG2OR""","""ET"""
"""300103701410917397120231227STO""","""CKHOLMER""","""CNG2S18""","""56""","""18STOCKHOLMERCNG2S18STOCKHOLMERCLGCLARY""","""GRAYCNG2S18OR""","""ET"""
"""300103701410917366120231227STO""","""CKHOLMER""","""CNG3""","""56""","""18STOCKHOLMERCNG3STOCKHOLMERCLGCLARY""","""GRAYCNG3ARGENTA""","""AA5618140CC505001"""
"""300103701410917373120231227STO""","""CKHOLMER""","""CNG3S8""","""56""","""18STOCKHOLMERCNG3S8STOCKHOLMERCLGCLARY""","""GRAYCNG3S8ARGEN""","""TBAA5618140CC55550S8DEGRADEC11"""
"""300103701410927532120240227STO""","""CKHOLMER""","""CNG13""","""56""","""18""","""STOCKHOLMERCNG1""","""3STOCKHOLMERCLGCLARY"""
"""300103701410927549120240227STO""","""CKHOLMER""","""CNG14""","""56""","""18""","""STOCKHOLMERCNG1""","""4STOCKHOLMERCLGCLARY"""
"""300103701410927556120240227STO""","""CKHOLMER""","""CNG16""","""56""","""18""","""STOCKHOLMERCNG1""","""6STOCKHOLMERCLGCLARY"""
"""300103701410921264120231227SYD""","""NEYSIDER""","""CNG1""","""55""","""18SYDNEYSIDERCNG1SYDNEYSIDERCLGCLARY""","""GRAYCNG1OR""","""24KAAA5518140CC505001"""
"""300103701410921271120231227SYD""","""NEYSIDER""","""CNG1S20""","""55""","""18SYDNEYSIDERCNG1S20SYDNEYSIDERCLGCLARY""","""GRAYCNG1S20OR""","""24KBAA5518140CC55550S20DEGRADEC11"""
"""300103701410921240120231227SYD""","""NEYSIDER""","""CNG2""","""55""","""18SYDNEYSIDERCNG2SYDNEYSIDERCLGCLARY""","""GRAYCNG2OR""","""ET"""
"""300103701410921257120231227SYD""","""NEYSIDER""","""CNG2S19""","""55""","""18SYDNEYSIDERCNG2S19SYDNEYSIDERCLGCLARY""","""GRAYCNG2S19OR""","""ET"""
"""300103701410921226120231227SYD""","""NEYSIDER""","""CNG4""","""55""","""18SYDNEYSIDERCNG4SYDNEYSIDERCLGCLARY""","""GRAYCNG4OR""","""ET"""
"""300103701410921233120231227SYD""","""NEYSIDER""","""CNG4S21""","""55""","""18SYDNEYSIDERCNG4S21SYDNEYSIDERCLGCLARY""","""GRAYCNG4S21OR""","""ET"""
"""300103701410913931120231227VAL""","""ENCIAN""","""CNG1""","""52""","""17VALENCIANCNG1VALENCIANCLGCLARY""","""GRAYCNG1OR""","""24KAAB5217140CC505001"""
"""300103701410913924120231227VAL""","""ENCIAN""","""CNG1S2""","""52""","""17VALENCIANCNG1S3VALENCIANCLGCLARY""","""GRAYCNG1S2OR""","""24KBAB5217140CC55550S2DEGRADEC11"""
"""300103701410913917120231227VAL""","""ENCIAN""","""CNG5""","""52""","""17VALENCIANCNG5VALENCIANCLGCLARY""","""GRAYCNG5OR""","""ET"""
"""300103701410913900120231227VAL""","""ENCIAN""","""CNG5S13""","""52""","""17VALENCIANCNG5S13VALENCIANCLGCLARY""","""GRAYCNG5S13OR""","""ET"""
"""300103701410927877120231227VAL""","""ENCIAN""","""CNG6""","""52""","""17VALENCIANCNG6VALENCIANCLGCLARY""","""GRAYCNG6OR""","""ROSEAAB5217140CC505001"""
"""300103701410913887120231227VAL""","""ENCIAN""","""CNG6S11""","""52""","""17VALENCIANCNG6S11VALENCIANCLGCLARY""","""GRAYCNG6S11OR""","""ROSEBAB5217140CC55550S11DEGRADEC11"""
"""300103701410917571120231227VAN""","""COUVER""","""CNG1""","""57""","""19VANCOUVERCNG1VANCOUVERCLGCLARY""","""GRAYCNG1OR""","""24KAAA5719140CC505001"""
"""300103701410917588120231227VAN""","""COUVER""","""CNG1S16""","""57""","""19VANCOUVERCNG1S16VANCOUVERCLGCLARY""","""GRAYCNG1S16OR""","""24KBAA5719140CC55550S16DEGRADEC11"""
"""300103701410917779120231227VAN""","""COUVER""","""CNG3""","""57""","""19VANCOUVERCNG3VANCOUVERCLGCLARY""","""GRAYCNG3ARGENTA""","""AA5719140CC505001"""
"""300103701410917540120231227VAN""","""COUVER""","""CNG3S21""","""57""","""19VANCOUVERCNG3S21VANCOUVERCLGCLARY""","""GRAYCNG3S21ARGE""","""NT"""
"""300103701410917557120231227VAN""","""COUVER""","""CNG5""","""57""","""19VANCOUVERCNG5VANCOUVERCLGCLARY""","""GRAYCNG5ORAAA57""","""19140CC505001"""
"""300103701410917564120231227VAN""","""COUVER""","""CNG5S15""","""57""","""19VANCOUVERCNG5S15VANCOUVERCLGCLARY""","""GRAYCNG5S15ORBA""","""A5719140CC55550S15DEGRADEC11"""
"""300103701410917052120231227VEN""","""ETIAN""","""CNG10S17""","""50""","""19VENETIANCNG10S17VENETIANCLGCLARY""","""GRAYCNG10S17NOI""","""R"""
"""300103701410917045120231227VEN""","""ETIAN""","""CNG11S18""","""50""","""19VENETIANCNG11S18VENETIANCLGCLARY""","""GRAYCNG11S18BEI""","""GE"""
"""300103701410917038120231227VEN""","""ETIAN""","""CNG12S16""","""50""","""19VENETIANCNG12S16VENETIANCLGCLARY""","""GRAYCNG12S16NOI""","""R"""
"""300103701410928812120231227VIC""","""TORIAN""","""CNG1""","""50""","""18VICTORIANCNG1VICTORIANCLGCLARY""","""GRAYCNG1OR""","""24K"""
"""300103701410928805120231227VIC""","""TORIAN""","""CNG14""","""50""","""18VICTORIANCNG14VICTORIANCLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410928799120231227VIC""","""TORIAN""","""CNG6""","""50""","""18VICTORIANCNG6VICTORIANCLGCLARY""","""GRAYCNG6OR""","""ROSE"""
"""300103701410928782120231227VIL""","""NIUS""","""CNG1""","""49""","""18VILNIUSCNG1VILNIUSCLGCLARY""","""GRAYCNG1OR""","""24K"""
"""300103701410928775120231227VIL""","""NIUS""","""CNG14""","""49""","""18VILNIUSCNG14VILNIUSCLGCLARY""","""GRAYCNG14OR""","""24K"""
"""300103701410928768120231227VIL""","""NIUS""","""CNG6""","""49""","""18VILNIUSCNG6VILNIUSCLGCLARY""","""GRAYCNG6OR""","""ROSE"""
"""300103701410928454120231227YOR""","""KY""","""CNG1""","""59""","""19YORKYCNG1YORKYCLGCLARY""","""GRAYCNG1OR""","""ET"""
"""300103701410928447120231227YOR""","""KY""","""CNG13""","""59""","""19YORKYCNG13YORKYCLGCLARY""","""GRAYCNG13OR""","""ET"""
"""300103701410928430120231227YOR""","""KY""","""CNG13S14""","""59""","""19YORKYCNG13S14YORKYCLGCLARY""","""GRAYCNG13S14OR""","""ET"""
"""300103701410928423120231227YOR""","""KY""","""CNG14""","""59""","""19YORKYCNG14YORKYCLGCLARY""","""GRAYCNG14OR""","""ET"""
"""300103701410928416120231227YOR""","""KY""","""CNG14S7""","""59""","""19YORKYCNG14S7YORKYCLGCLARY""","""GRAYCNG14S7OR""","""ET"""
"""300103701410928409120231227YOR""","""KY""","""CNG1S1""","""59""","""19YORKYCNG1S1YORKYCLGCLARY""","""GRAYCNG1S1OR""","""ET"""
"""300103701410925125120231227HE1""","""BLACK""","""54""","""16HE""","""1BLACKHE1HEXHEXAA""","""BY""","""LYDBLACKNOIRAAA5416145AA251691"""
"""300103701410925118120231227HE1""","""BROWN""","""54""","""16HE""","""1BROWNHE1HEXHEXAA""","""BY""","""LYDBROWNMARRONAAA5416145AA251691"""
"""300103701410925101120231227HE1""","""TAUPE""","""54""","""16HE""","""1TAUPEHE1HEXHEXAA""","""BY""","""LYDTAUPEVERT"""
"""300103701410925385120231227HE1""","""0""","""GOLDBLUE""","""53""","""16HE10GOLDBLUEHE10HEXHEXAA""","""BY""","""LYDGOLDBLUEBLEU"""
"""300103701410925378120231227HE1""","""0""","""GOLDRED""","""53""","""16HE10GOLDREDHE10HEXHEXAA""","""BY""","""LYDGOLDREDROUGE"""
"""300103701410925361120231227HE1""","""1""","""BLUESILVE""","""R""","""54""","""17HE11BLUESILV""","""ERHE11HEXHEXAA"""
"""300103701410925354120231227HE1""","""1""","""GOLDBLACK""","""54""","""17HE11GOLDBLACKHE11HEXHEXAA""","""BY""","""LYDGOLDBLACKNOIR"""
"""300103701410925347120231227HE1""","""1""","""GOLDPURPL""","""E""","""54""","""17HE11GOLDPURP""","""LEHE11HEXHEXAA"""
"""300103701410925330120231227HE1""","""2""","""BLACKGOLD""","""53""","""18HE12BLACKGOLDHE12HEXHEXAA""","""BY""","""LYDBLACKGOLDNOIR"""
"""300103701410925323120231227HE1""","""2""","""REDGOLD""","""53""","""18HE12REDGOLDHE12HEXHEXAA""","""BY""","""LYDREDGOLDROUGE"""
"""300103701410925316120231227HE1""","""3""","""BROWN""","""54""","""17HE13BROWNHE13HEXHEXAA""","""BY""","""LYDBROWNMARRON"""
"""300103701410925309120231227HE1""","""3""","""BROWNSTR""","""54""","""17HE13BROWNSTRHE13HEXHEXAA""","""BY""","""LYDBROWNSTRDORE"""
"""300103701410925293120231227HE1""","""4""","""BROWN""","""53""","""18HE14BROWNHE14HEXHEXAA""","""BY""","""LYDBROWNROUGEAAB5318145AA251691"""
"""300103701410925286120231227HE1""","""4""","""BROWNSTR""","""53""","""18HE14BROWNSTRHE14HEXHEXAA""","""BY""","""LYDBROWNSTRROSEAAB5318145AA251691"""
"""300103701410925279120231227HE1""","""4""","""PURPLE""","""53""","""18HE14PURPLEHE14HEXHEXAA""","""BY""","""LYDPURPLEVIOLETAAB5318145AA251691"""
"""300103701410925262120231227HE1""","""5""","""GOLDBLACK""","""55""","""16HE15GOLDBLACKHE15HEXHEXAA""","""BY""","""LYDGOLDBLACKNOIR"""
"""300103701410925255120231227HE1""","""5""","""GOLDBLUE""","""55""","""16HE15GOLDBLUEHE15HEXHEXAA""","""BY""","""LYDGOLDBLUEROSE"""
"""300103701410925248120231227HE1""","""5""","""GOLDBROWN""","""55""","""16HE15GOLDBROWNHE15HEXHEXAA""","""BY""","""LYDGOLDBROWNMARRON"""
"""300103701410925231120231227HE1""","""6""","""GOLD""","""55""","""16HE16GOLDHE16HEXHEXAA""","""BY""","""LYDGOLDDOREAAA5516142CC251691"""
"""300103701410925224120231227HE1""","""6""","""SILVER""","""55""","""16HE16SILVERHE16HEXHEXAA""","""BY""","""LYDSILVERARGENTEAAA5516142CC251691"""
"""300103701410925217120231227HE1""","""7""","""GOLDBLACK""","""53""","""18HE17GOLDBLACKHE17HEXHEXAA""","""BY""","""LYDGOLDBLACKDORE"""
"""300103701410925200120231227HE1""","""7""","""GOLDBLUE""","""53""","""18HE17GOLDBLUEHE17HEXHEXAA""","""BY""","""LYDGOLDBLUEARGENTE"""
"""300103701410925194120231227HE1""","""7""","""GOLDBROWN""","""53""","""18HE17GOLDBROWNHE17HEXHEXAA""","""BY""","""LYDGOLDBROWNDORE"""
"""300103701410925187120231227HE1""","""8""","""BROWN""","""53""","""19HE18BROWNHE18HEXHEXAA""","""BY""","""LYDBROWNMARRONAAB5319145AA251691"""
"""300103701410925170120231227HE1""","""8""","""GREEN""","""53""","""19HE18GREENHE18HEXHEXAA""","""BY""","""LYDGREENVERTAAB5319145AA251691"""
"""300103701410925163120231227HE1""","""8""","""GREY""","""53""","""19HE18GREYHE18HEXHEXAA""","""BY""","""LYDGREYGRISAAB5319145AA251691"""
"""300103701410925156120231227HE1""","""9""","""BROWN""","""51""","""19HE19BROWNHE19HEXHEXAA""","""BY""","""LYDBROWNROUGE"""
"""300103701410925149120231227HE1""","""9""","""BROWNSTR""","""51""","""19HE19BROWNSTRHE19HEXHEXAA""","""BY""","""LYDBROWNSTRVIOLETAAB5119145AA251691"""
"""300103701410925132120231227HE1""","""9""","""PURPLE""","""51""","""19HE19PURPLEHE19HEXHEXAA""","""BY""","""LYDPURPLEROSEAAB5119145AA251691"""
"""300103701410924920120231227HE2""","""BLACKGOLD""","""54""","""17HE""","""2BLACKGOLDHE2HEXHEXAA""","""BY""","""LYDBLACKGOLDNOIR"""
"""300103701410924913120231227HE2""","""GOLDPURPLE""","""54""","""17HE""","""2GOLDPURPLEHE2HEXHEXAA""","""BY""","""LYDGOLDPURPLEOR"""
"""300103701410924906120231227HE2""","""GOLDRED""","""54""","""17HE""","""2GOLDREDHE2HEXHEXAA""","""BY""","""LYDGOLDREDROUGE"""
"""300103701410925095120231227HE2""","""0""","""BROWN""","""53""","""17HE20BROWNHE20HEXHEXAA""","""BY""","""LYDBROWNMARRONAAB5317145AA251691"""
"""300103701410925088120231227HE2""","""0""","""PURPLE""","""53""","""17HE20PURPLEHE20HEXHEXAA""","""BY""","""LYDPURPLEVIOLETAAB5317145AA251691"""
"""300103701410925071120231227HE2""","""1""","""BRONZE""","""53""","""18HE21BRONZEHE21HEXHEXAA""","""BY""","""LYDBRONZEBRONZEAAD5318140CC251691"""
"""300103701410925064120231227HE2""","""1""","""GOLD""","""53""","""18HE21GOLDHE21HEXHEXAA""","""BY""","""LYDGOLDDOREAAD5318140CC251691"""
"""300103701410925057120231227HE2""","""1""","""GUN""","""53""","""18HE21GUNHE21HEXHEXAA""","""BY""","""LYDGUNGUNAAD5318140CC251691"""
"""300103701410925040120231227HE2""","""2""","""GOLD""","""BROWN""","""57""","""17HE22GOLDBROW""","""NHE22HEXHEXAA"""
"""300103701410925033120231227HE2""","""2""","""SILVER""","""BLACK""","""57""","""17HE22SILVERBL""","""ACKHE22HEXHEXAA"""
"""300103701410925026120231227HE2""","""3""","""GOLDBROWN""","""53""","""18HE23GOLDBROWNHE23HEXHEXAA""","""BY""","""LYDGOLDBROWNMARRON"""
"""300103701410925019120231227HE2""","""3""","""SILVERBLA""","""CK""","""53""","""18HE23SILVERBL""","""ACKHE23HEXHEXAA"""
"""300103701410925002120231227HE2""","""3""","""SILVERGRE""","""EN""","""53""","""18HE23SILVERGR""","""EENHE23HEXHEXAA"""
"""300103701410924999120231227HE2""","""4""","""BLACK""","""53""","""18HE24BLACKHE24HEXHEXAA""","""BY""","""LYDBLACKNOIRAAB5318145AA251691"""
"""300103701410924982120231227HE2""","""4""","""BLACKBLUE""","""53""","""18HE24BLACKBLUEHE24HEXHEXAA""","""BY""","""LYDBLACKBLUEBLEU"""
"""300103701410924975120231227HE2""","""4""","""BLACKBROW""","""N""","""53""","""18HE24BLACKBRO""","""WNHE24HEXHEXAA"""
"""300103701410924944120231227HE2""","""6""","""BLUE""","""52""","""19HE26BLUEHE26HEXHEXAA""","""BY""","""LYDBLUEBLEUAAB5219145AA251691"""
"""300103701410924937120231227HE2""","""6""","""BROWN""","""52""","""19HE26BROWNHE26HEXHEXAA""","""BY""","""LYDBROWNMARRONAAB5219145AA251691"""
"""300103701410926511120231227HE2""","""7""","""C1""","""48""","""18HE27C1HE27HEXHEXAA""","""BY""","""LYDC1NOIRAAA4818140AA251691"""
"""300103701410926504120231227HE2""","""7""","""C4""","""48""","""18HE27C4HE27HEXHEXAA""","""BY""","""LYDC4ROUGEAAA4818140AA251691"""
"""300103701410926498120231227HE2""","""7""","""C7""","""48""","""18HE27C7HE27HEXHEXAA""","""BY""","""LYDC7MARRONAAA4818140AA251691"""
"""300103701410926481120231227HE2""","""7""","""C8""","""48""","""18HE27C8HE27HEXHEXAA""","""BY""","""LYDC8TRANSPARENTAAA4818140AA251691"""
"""300103701410926474120231227HE2""","""8""","""C1""","""53""","""17HE28C1HE28HEXHEXAA""","""BY""","""LYDC1NOIRAAD5317140AA251691"""
"""300103701410926467120231227HE2""","""8""","""C4""","""53""","""17HE28C4HE28HEXHEXAA""","""BY""","""LYDC4ROUGEAAD5317140AA251691"""
